"Nuclide","Half Life","Tye","f1","Adrenals","Urinary Bladder","Bone Suface","Brain","Breast","Esophagus","Stomach","Small Intestine","Upper Large Intestine","Lower Large Intestine","Colon","Kidneys","Liver","Muscle","Ovaries","Pancreas","Red Marrow","Extratrachial Airways","Lungs","Skin","Spleen","Testes","Thymus","Thyroid","Uterus","Remainder","E"
"Tc-93m","43.5m","S","0.01","7.9E-12","5.3E-12","5E-12","2.2E-12","6.8E-12","1.3E-11","5.6E-11","4.2E-11","4.9E-11","1.8E-11","3.6E-11","6.9E-12","8.6E-12","7.6E-12","1.7E-11","1.3E-11","5.3E-12","1.2E-09","5.5E-11","3.1E-12","8.8E-12","1.9E-12","1.3E-11","4.3E-12","1.3E-11","6.2E-10","5.4E-11"
"Tc-94","293m","F","0.8","6.7E-11","7.9E-11","6.3E-11","5.1E-11","4.8E-11","1.2E-10","3.8E-10","1.2E-10","2E-10","1.3E-10","1.7E-10","6.4E-11","7.1E-11","7.6E-11","9.6E-11","1.1E-10","5.6E-11","8.9E-09","7.5E-11","3.9E-11","7.8E-11","4.3E-11","1.2E-10","1E-09","8.3E-11","4.5E-09","3.9E-10"
"Tc-94","293m","M","0.1","7.7E-11","6.6E-11","5.1E-11","2.2E-11","6.4E-11","1.2E-10","2.6E-10","3.2E-10","5.7E-10","3.1E-10","4.6E-10","6.9E-11","8.6E-11","7.5E-11","2E-10","1.1E-10","5.5E-11","9.1E-09","2.9E-10","3.1E-11","7.9E-11","2.5E-11","1.2E-10","1.5E-10","1.4E-10","4.6E-09","4.2E-10"
"Tc-94","293m","S","0.01","7.8E-11","6.5E-11","4.9E-11","1.9E-11","6.5E-11","1.2E-10","2.4E-10","3.5E-10","6.2E-10","3.4E-10","5E-10","7E-11","8.8E-11","7.4E-11","2.2E-10","1.1E-10","5.5E-11","9.1E-09","3.1E-10","3E-11","7.9E-11","2.3E-11","1.2E-10","4E-11","1.5E-10","4.6E-09","4.3E-10"
"Tc-94m","52m","F","0.8","1.5E-11","1.6E-11","1.4E-11","1.2E-11","1.3E-11","2.3E-11","3.7E-10","7.5E-11","5.8E-11","1.9E-11","4.1E-11","1.4E-11","1.5E-11","1.6E-11","1.6E-11","2.2E-11","1.3E-11","1.7E-09","5.2E-11","1.1E-11","1.7E-11","1E-11","2.3E-11","9.5E-10","1.5E-11","8.7E-10","1.6E-10"
"Tc-94m","52m","M","0.1","1.1E-11","6.1E-12","7.1E-12","3.9E-12","9.7E-12","1.9E-11","3.6E-10","2.1E-10","1.3E-10","2.6E-11","8.6E-11","9.1E-12","1.1E-11","1.1E-11","1.6E-11","2E-11","7E-12","2.1E-09","2.1E-10","4.6E-12","1.4E-11","2.4E-12","1.9E-11","9.9E-11","1.4E-11","1E-09","1.4E-10"
"Tc-94m","52m","S","0.01","1.1E-11","5E-12","6.4E-12","3.1E-12","9.4E-12","1.9E-11","3.5E-10","2.3E-10","1.4E-10","2.7E-11","9.1E-11","8.5E-12","1.1E-11","9.9E-12","1.6E-11","2E-11","6.4E-12","2.1E-09","2.3E-10","3.9E-12","1.3E-11","1.6E-12","1.9E-11","7.1E-12","1.4E-11","1.1E-09","1.4E-10"
"Tc-95","20.0h","F","0.8","6.3E-11","9E-11","6E-11","4.6E-11","4.2E-11","9.6E-11","3.2E-10","1.3E-10","2.1E-10","2.3E-10","2.2E-10","6.3E-11","6.8E-11","6.9E-11","1.3E-10","1E-10","5.4E-11","7.1E-09","6E-11","3.6E-11","7.3E-11","4.7E-11","9.6E-11","6.2E-10","9.2E-11","3.6E-09","3.3E-10"
"Tc-95","20.0h","M","0.1","7.4E-11","7.5E-11","4.9E-11","1.9E-11","6.3E-11","1E-10","1.6E-10","2.5E-10","4.5E-10","5E-10","4.7E-10","5.9E-11","7.8E-11","6.8E-11","2.3E-10","8.7E-11","5.4E-11","7.2E-09","2.3E-10","2.9E-11","6.9E-11","3.2E-11","1E-10","1.1E-10","1.3E-10","3.6E-09","3.6E-10"
"Tc-95","20.0h","S","0.01","7.5E-11","7.4E-11","4.7E-11","1.4E-11","6.5E-11","1E-10","1.3E-10","2.7E-10","5E-10","5.5E-10","5.2E-10","5.9E-11","7.9E-11","6.8E-11","2.4E-10","8.4E-11","5.4E-11","7.2E-09","2.5E-10","2.8E-11","6.7E-11","3E-11","1E-10","3.7E-11","1.3E-10","3.6E-09","3.6E-10"
"Tc-95m","61d","F","0.8","2.5E-10","3.8E-10","2.4E-10","1.7E-10","1.5E-10","2.6E-10","1.6E-09","5.2E-10","8.9E-10","1.6E-09","1.2E-09","2.6E-10","2.7E-10","2.4E-10","5.9E-10","4E-10","2.1E-10","1.2E-08","2.1E-10","1.4E-10","2.9E-10","2.1E-10","2.6E-10","1.4E-09","3.9E-10","5.9E-09","9.3E-10"
"Tc-95m","61d","M","0.1","1.5E-09","3E-10","6.7E-10","1.4E-10","1.5E-09","1.5E-09","1.2E-09","7.5E-10","1.3E-09","2.2E-09","1.7E-09","6.1E-10","1.2E-09","6.7E-10","7.3E-10","1.2E-09","5.9E-10","1.3E-08","9.6E-09","3.4E-10","1.1E-09","1.3E-10","1.5E-09","9.4E-10","4.2E-10","6.7E-09","2.3E-09"
"Tc-95m","61d","S","0.01","2.2E-09","2.8E-10","9.1E-10","1.5E-10","2.2E-09","2.1E-09","1.2E-09","8.3E-10","1.4E-09","2.3E-09","1.8E-09","8.1E-10","1.6E-09","9E-10","7.7E-10","1.6E-09","7.9E-10","1.3E-08","1.4E-08","4.5E-10","1.5E-09","1.1E-10","2.1E-09","9.5E-10","4.4E-10","8E-10","2.7E-09"
"Tc-96","4.28d","F","0.8","4.8E-10","7.3E-10","4.3E-10","3.2E-10","2.9E-10","5.8E-10","2E-09","1E-09","1.5E-09","2.2E-09","1.8E-09","4.8E-10","5.1E-10","4.9E-10","1.1E-09","7.6E-10","4.2E-10","3.1E-08","4E-10","2.7E-10","5.5E-10","3.9E-10","5.8E-10","2.4E-09","7.7E-10","1.6E-08","1.8E-09"
"Tc-96","4.28d","M","0.1","8.2E-10","5.3E-10","4.4E-10","1.4E-10","7.5E-10","9.2E-10","1E-09","1.4E-09","2.1E-09","3.3E-09","2.6E-09","4.8E-10","7.1E-10","5.3E-10","1.5E-09","7.7E-10","4.6E-10","3.1E-08","2.8E-09","2.5E-10","6.5E-10","2.4E-10","9.2E-10","6.7E-10","7.9E-10","1.6E-08","2.1E-09"
"Tc-96","4.28d","S","0.01","8.6E-10","5E-10","4.3E-10","1E-10","8.2E-10","9.6E-10","8.2E-10","1.4E-09","2.3E-09","3.5E-09","2.8E-09","4.7E-10","7.4E-10","5.4E-10","1.5E-09","7.6E-10","4.7E-10","3.1E-08","3.1E-09","2.5E-10","6.6E-10","2.2E-10","9.6E-10","3.9E-10","8E-10","1.6E-08","2.1E-09"
"Tc-96m","51.5m","F","0.8","4.3E-12","6.5E-12","4E-12","3E-12","2.7E-12","5.3E-12","3E-11","1.1E-11","1.4E-11","1.9E-11","1.6E-11","4.3E-12","4.6E-12","4.5E-12","9.9E-12","6.8E-12","3.8E-12","3.4E-10","5.7E-12","2.5E-12","4.9E-12","3.5E-12","5.3E-12","5.4E-11","6.8E-12","1.7E-10","2.1E-11"
"Tc-96m","51.5m","M","0.1","7E-12","4.5E-12","3.8E-12","1.2E-12","6.4E-12","7.9E-12","2.1E-11","1.9E-11","2.2E-11","2.8E-11","2.5E-11","4.1E-12","6.1E-12","4.6E-12","1.2E-11","6.7E-12","3.9E-12","3.5E-10","3.4E-11","2.1E-12","5.6E-12","2E-12","7.9E-12","9.1E-12","6.8E-12","1.8E-10","2.3E-11"
"Tc-96m","51.5m","S","0.01","7.3E-12","4.2E-12","3.7E-12","9.1E-13","6.9E-12","8.2E-12","1.9E-11","2E-11","2.4E-11","2.9E-11","2.6E-11","4E-12","6.3E-12","4.7E-12","1.3E-11","6.6E-12","3.9E-12","3.5E-10","3.8E-11","2.1E-12","5.6E-12","1.8E-12","8.2E-12","3.3E-12","6.9E-12","1.8E-10","2.3E-11"
"Tc-97","2.6E6y","F","0.8","1.5E-11","2.9E-11","2.5E-11","1.5E-11","1.1E-11","1.5E-11","3.9E-10","3E-11","1.4E-10","3.3E-10","2.2E-10","1.5E-11","1.7E-11","1.6E-11","3.7E-11","2.1E-11","9E-12","2.4E-09","1.6E-11","1E-11","1.6E-11","1.3E-11","1.5E-11","3.5E-10","1.6E-11","1.2E-09","1.7E-10"
"Tc-97","2.6E6y","M","0.1","6.7E-11","1.1E-11","6.5E-11","4.9E-12","6.9E-11","3E-11","1.6E-10","4.7E-11","2E-10","5.1E-10","3.4E-10","7.4E-12","7.5E-11","6.3E-11","4.2E-11","2.5E-11","1.4E-11","2.7E-09","4E-09","8E-12","5.3E-11","4.6E-12","3E-11","1.2E-10","7.1E-12","5.5E-11","5.7E-10"
"Tc-97","2.6E6y","S","0.01","3.1E-10","3E-12","2.8E-10","5E-13","3.5E-10","1.2E-10","1.3E-10","5.3E-11","2.2E-10","5.7E-10","3.7E-10","1.1E-11","3.9E-10","3.3E-10","4.2E-11","8.4E-11","6E-11","7.8E-09","2.6E-08","2.5E-11","2.5E-10","6.9E-13","1.2E-10","2.1E-11","3E-12","2.8E-10","3.3E-09"
"Tc-97m","87d","F","0.8","7.8E-11","2E-10","8.6E-11","7.8E-11","7.5E-11","7.8E-11","3.4E-09","1.1E-10","1.2E-09","3.1E-09","2E-09","7.7E-11","9E-11","7.9E-11","9.6E-11","8.3E-11","7.4E-11","4E-09","1.1E-10","7.4E-11","7.8E-11","7.6E-11","7.8E-11","3.4E-09","7.9E-11","2E-09","9.8E-10"
"Tc-97m","87d","M","0.1","4.7E-11","4.9E-11","4.8E-11","1.8E-11","4.8E-11","3.1E-11","8.8E-10","2.6E-10","1.6E-09","4.5E-09","2.8E-09","2E-11","5.1E-11","4.3E-11","4.8E-11","2.9E-11","2.3E-11","8.8E-09","4.6E-08","2E-11","4E-11","1.8E-11","3.1E-11","7.9E-10","2E-11","4.7E-11","6.1E-09"
"Tc-97m","87d","S","0.01","4.8E-11","4.2E-12","4.5E-11","9.9E-13","5E-11","2.2E-11","1.5E-10","2.8E-10","1.6E-09","4.6E-09","2.9E-09","3.6E-12","5E-11","4E-11","3.2E-11","1.6E-11","9.9E-12","1.2E-08","6.2E-08","4.6E-12","3.6E-11","1.2E-12","2.2E-11","4.3E-11","3.4E-12","4.4E-11","7.8E-09"
"Tc-98","4.2E6y","F","0.8","6.8E-10","1.1E-09","6.1E-10","4.9E-10","4.4E-10","6.8E-10","8.6E-09","1.3E-09","3.5E-09","7.9E-09","5.4E-09","6.8E-10","7.3E-10","6.4E-10","1.3E-09","1E-09","5.9E-10","2.2E-08","6E-10","4.2E-10","7.7E-10","5.7E-10","6.8E-10","7.5E-09","9.7E-10","1.1E-08","3.2E-09"
"Tc-98","4.2E6y","M","0.1","7.5E-09","1E-09","3E-09","6.7E-10","7.6E-09","7.4E-09","6.7E-09","2.7E-09","6E-09","1.2E-08","8.7E-09","2.9E-09","5.6E-09","3.1E-09","2.1E-09","5.8E-09","2.8E-09","3.7E-08","1.1E-07","1.7E-09","5.1E-09","4.6E-10","7.4E-09","5.7E-09","1.4E-09","2.8E-09","1.7E-08"
"Tc-98","4.2E6y","S","0.01","4.6E-08","2.4E-09","1.8E-08","3.2E-09","4.8E-08","4.8E-08","2.4E-08","7.7E-09","1.2E-08","1.6E-08","1.4E-08","1.6E-08","3.5E-08","1.8E-08","4.9E-09","3.4E-08","1.8E-08","1.4E-07","5E-07","9.5E-09","3.1E-08","9.8E-10","4.8E-08","2E-08","3.7E-09","1.6E-08","7.6E-08"
"Tc-99","2.13E5y","F","0.8","9E-11","2.3E-10","9E-11","9E-11","9E-11","9E-11","4.2E-09","1.1E-10","1.3E-09","3.7E-09","2.3E-09","9E-11","1E-10","9E-11","9E-11","9E-11","9E-11","2.2E-09","1.2E-10","9E-11","9E-11","9E-11","9E-11","3.8E-09","9E-11","9.1E-11","1E-09"
"Tc-99","2.13E5y","M","0.1","3E-11","7.8E-11","3E-11","3E-11","3E-11","3E-11","1.5E-09","2.9E-10","2E-09","5.7E-09","3.6E-09","3E-11","3.5E-11","3E-11","3E-11","3E-11","3E-11","1.1E-08","6.1E-08","3E-11","3E-11","3E-11","3E-11","1.3E-09","3E-11","4E-11","8E-09"
"Tc-99","2.13E5y","S","0.01","2.9E-12","8.5E-12","2.9E-12","2.9E-12","2.9E-12","2.9E-12","2.6E-10","3.6E-10","2.2E-09","6.3E-09","4E-09","2.9E-12","3.5E-12","2.9E-12","2.9E-12","2.9E-12","2.9E-12","4.6E-08","2E-07","2.9E-12","2.9E-12","2.9E-12","2.9E-12","1.1E-10","2.9E-12","3E-11","2.4E-08"
"Tc-99m","6.02h","F","0.8","5E-12","7.5E-12","7E-12","3.9E-12","3.5E-12","7.9E-12","6.4E-11","1.1E-11","2.7E-11","2E-11","2.4E-11","4.8E-12","5.3E-12","5.3E-12","7.2E-12","7.7E-12","4.2E-12","6.3E-10","1E-11","2.9E-12","5.7E-12","3.3E-12","7.9E-12","2.1E-10","6.3E-12","3.2E-10","4.1E-11"
"Tc-99m","6.02h","M","0.1","5E-12","5E-12","5.5E-12","1.3E-12","3.8E-12","7.3E-12","2.9E-11","3.8E-11","8E-11","5.6E-11","7E-11","4.4E-12","5.6E-12","4.6E-12","1.4E-11","7E-12","3.5E-12","7E-10","1.3E-10","1.7E-12","5.1E-12","1.6E-12","7.3E-12","2.7E-11","9.6E-12","3.5E-10","5.1E-11"
"Tc-99m","6.02h","S","0.01","4.9E-12","4.7E-12","5.3E-12","9.5E-13","3.8E-12","7.2E-12","2.5E-11","4.2E-11","8.8E-11","6.2E-11","7.7E-11","4.4E-12","5.6E-12","4.6E-12","1.5E-11","6.8E-12","3.5E-12","7.1E-10","1.4E-10","1.5E-12","5E-12","1.4E-12","7.2E-12","3.2E-12","1E-11","3.6E-10","5.2E-11"
"Tc-101","14.2m","F","0.8","1.2E-12","1.1E-12","1.2E-12","1E-12","1.1E-12","1.8E-12","5.1E-11","7.8E-12","2.4E-12","1.1E-12","1.8E-12","1.1E-12","1.2E-12","1.3E-12","1.1E-12","1.6E-12","1.1E-12","4.7E-10","2.7E-11","9.7E-13","1.3E-12","8.9E-13","1.8E-12","5.9E-11","1.1E-12","2.4E-10","2.5E-11"
"Tc-101","14.2m","M","0.1","6.1E-13","2.2E-13","4.6E-13","2.7E-13","5.8E-13","1.3E-12","6.3E-11","1.4E-11","2.8E-12","4.4E-13","1.8E-12","4.2E-13","5.6E-13","6.1E-13","4.2E-13","1.2E-12","3.8E-13","6.7E-10","5.8E-11","2.7E-13","7.6E-13","1.2E-13","1.3E-12","6.1E-12","4E-13","3.3E-10","3.2E-11"
"Tc-101","14.2m","S","0.01","5.5E-13","1.3E-13","3.8E-13","1.9E-13","5.2E-13","1.2E-12","6.4E-11","1.4E-11","2.8E-12","3.6E-13","1.7E-12","3.5E-13","4.9E-13","5.4E-13","3.5E-13","1.1E-12","3E-13","6.9E-10","6.2E-11","2E-13","7E-13","3.7E-14","1.2E-12","3.8E-13","3.3E-13","3.4E-10","3.3E-11"
"Tc-104","18.2m","F","0.8","6.6E-12","5.8E-12","6.1E-12","5.5E-12","6.2E-12","1E-11","2.4E-10","4E-11","1.5E-11","6.1E-12","1.1E-11","6E-12","6.7E-12","7E-12","6.1E-12","9.3E-12","5.7E-12","9.4E-10","5.8E-11","5.1E-12","7.4E-12","4.6E-12","1E-11","3.2E-10","6E-12","4.8E-10","8E-11"
"Tc-104","18.2m","M","0.1","3.9E-12","1.5E-12","2.7E-12","1.7E-12","3.8E-12","7.9E-12","2.8E-10","7.6E-11","2E-11","3.3E-12","1.3E-11","2.8E-12","3.7E-12","3.9E-12","3.2E-12","7.5E-12","2.4E-12","1.2E-09","1.4E-10","1.8E-12","5E-12","7.8E-13","7.9E-12","3.4E-11","2.9E-12","6.1E-10","8.6E-11"
"Tc-104","18.2m","S","0.01","3.6E-12","1E-12","2.3E-12","1.3E-12","3.6E-12","7.7E-12","2.9E-10","8E-11","2E-11","3E-12","1.3E-11","2.5E-12","3.4E-12","3.6E-12","2.8E-12","7.3E-12","2.1E-12","1.3E-09","1.5E-10","1.4E-12","4.8E-12","3.7E-13","7.7E-12","2.5E-12","2.6E-12","6.3E-10","8.7E-11"
"Ru-94","51.8m","V","0.05","4.1E-11","7.3E-11","3.3E-11","2.5E-11","2.6E-11","3E-11","5.3E-10","7.5E-10","7.4E-10","1.9E-10","5E-10","4.7E-11","4.6E-11","3.6E-11","9.1E-11","6.6E-11","3.5E-11","4.6E-10","3.1E-11","2.5E-11","4.9E-11","3E-11","3E-11","2.8E-11","8E-11","3.9E-10","1.8E-10"
"Ru-94","51.8m","F","0.05","1.7E-11","3E-11","1.6E-11","1.4E-11","1.4E-11","2.7E-11","1.3E-10","1.8E-10","1.8E-10","5E-11","1.2E-10","1.7E-11","1.8E-11","1.9E-11","2.7E-11","2.3E-11","1.6E-11","1.8E-09","2.4E-11","1.2E-11","1.8E-11","1.3E-11","2.7E-11","1.6E-11","2.5E-11","9E-10","9E-11"
"Ru-94","51.8m","M","0.05","1.4E-11","1.1E-11","9.1E-12","4.6E-12","1.2E-11","2.2E-11","2.3E-10","3.1E-10","2.9E-10","6.7E-11","1.9E-10","1.2E-11","1.5E-11","1.3E-11","2.8E-11","2.3E-11","9.4E-12","1.9E-09","2.1E-10","5.7E-12","1.6E-11","3.7E-12","2.2E-11","7.3E-12","2.3E-11","9.6E-10","1.3E-10"
"Ru-94","51.8m","S","0.01","1.4E-11","8.6E-12","8.3E-12","3.4E-12","1.1E-11","2.2E-11","2.4E-10","3.2E-10","3.1E-10","7E-11","2E-10","1.2E-11","1.5E-11","1.3E-11","2.8E-11","2.3E-11","8.7E-12","1.9E-09","2.3E-10","4.9E-12","1.6E-11","2.6E-12","2.2E-11","6.3E-12","2.3E-11","9.7E-10","1.4E-10"
"Ru-97","2.9d","V","0.05","1.4E-10","2.2E-10","1.6E-10","9.8E-11","7.4E-11","1.1E-10","2.2E-10","4.7E-10","9.9E-10","1.7E-09","1.3E-09","1.5E-10","1.5E-10","1.3E-10","4.5E-10","1.7E-10","1.2E-10","3.8E-10","1.1E-10","7.5E-11","1.4E-10","1.2E-10","1.1E-10","1.2E-10","2.7E-10","1.3E-10","3.4E-10"
"Ru-97","2.9d","F","0.05","6.1E-11","8.2E-11","7.5E-11","5E-11","3.7E-11","7.3E-11","7.6E-11","1.4E-10","2.6E-10","4.4E-10","3.3E-10","6.1E-11","6.2E-11","6.1E-11","1.3E-10","6.9E-11","5.3E-11","4.5E-09","5.8E-11","3.5E-11","6E-11","5.1E-11","7.3E-11","5.9E-11","9.3E-11","2.3E-09","2.2E-10"
"Ru-97","2.9d","M","0.05","6.5E-11","5.1E-11","4.9E-11","1.3E-11","5.6E-11","7.5E-11","8.5E-11","1.7E-10","4E-10","7.2E-10","5.4E-10","4.1E-11","6.1E-11","4.9E-11","1.6E-10","6.2E-11","4E-11","4.6E-09","6.2E-10","2E-11","5.5E-11","2.1E-11","7.5E-11","3.3E-11","7.7E-11","2.3E-09","3.1E-10"
"Ru-97","2.9d","S","0.01","6.4E-11","4.7E-11","4.4E-11","7.2E-12","5.7E-11","7.4E-11","8.6E-11","1.8E-10","4.2E-10","7.8E-10","5.8E-10","3.8E-11","5.9E-11","4.6E-11","1.6E-10","6E-11","3.7E-11","4.6E-09","6.9E-10","1.7E-11","5.3E-11","1.7E-11","7.4E-11","2.8E-11","7.5E-11","2.3E-09","3.3E-10"
"Ru-103","39.28d","V","0.05","2.3E-09","2.6E-09","2.2E-09","1.9E-09","1.7E-09","2.1E-09","2.4E-09","3.4E-09","7E-09","1.5E-08","1E-08","2.2E-09","2.2E-09","2E-09","3.1E-09","2.4E-09","2.1E-09","3.3E-09","2E-09","1.6E-09","2.2E-09","2E-09","2.1E-09","2.2E-09","2.7E-09","2E-09","3.3E-09"
"Ru-103","39.28d","F","0.05","1.1E-09","1.2E-09","1E-09","9.2E-10","7.8E-10","1E-09","1E-09","1.3E-09","2.2E-09","4.2E-09","3.1E-09","1E-09","1E-09","9.5E-10","1.3E-09","1.1E-09","9.4E-10","8.9E-09","9.7E-10","7.6E-10","1E-09","9.1E-10","1E-09","1E-09","1.2E-09","4.9E-09","1.5E-09"
"Ru-103","39.28d","M","0.05","9.8E-10","4E-10","5.4E-10","2.6E-10","9.3E-10","9.9E-10","7.5E-10","9.1E-10","2.5E-09","6E-09","4E-09","5.2E-10","8.1E-10","5.4E-10","6.6E-10","8.4E-10","5.1E-10","1.2E-08","3.3E-08","3.4E-10","7.6E-10","2.5E-10","9.9E-10","5.8E-10","4.7E-10","5.2E-10","5E-09"
"Ru-103","39.28d","S","0.01","1E-09","1.9E-10","4.4E-10","8.7E-11","1E-09","1.1E-09","7.1E-10","8E-10","2.6E-09","6.4E-09","4.2E-09","4.2E-10","8E-10","4.6E-10","5E-10","8.3E-10","4.1E-10","1.3E-08","4.2E-08","2.4E-10","7.4E-10","7.6E-11","1.1E-09","4.9E-10","2.9E-10","4.2E-10","6E-09"
"Ru-105","4.44h","V","0.05","9.3E-11","1.9E-10","8.3E-11","6.8E-11","6.8E-11","7.6E-11","8.4E-10","1.4E-09","3E-09","2.5E-09","2.8E-09","1E-10","1E-10","8.8E-11","2.1E-10","1.2E-10","8.7E-11","2.4E-09","7.6E-11","6.9E-11","1E-10","8.1E-11","7.6E-11","7.4E-11","1.7E-10","1.1E-10","5.3E-10"
"Ru-105","4.44h","F","0.05","4E-11","8E-11","4E-11","3.5E-11","3.4E-11","5.5E-11","2.1E-10","3.3E-10","7.1E-10","6E-10","6.6E-10","4.1E-11","4.2E-11","4.4E-11","6.5E-11","4.7E-11","3.9E-11","3.5E-09","8E-11","3.3E-11","4.1E-11","3.5E-11","5.5E-11","3.8E-11","5.6E-11","1.8E-09","2.3E-10"
"Ru-105","4.44h","M","0.05","2.5E-11","2.7E-11","1.8E-11","9.1E-12","2.1E-11","3.8E-11","3.4E-10","5.7E-10","1.2E-09","1E-09","1.2E-09","2.3E-11","2.8E-11","2.4E-11","6.3E-11","3.4E-11","1.9E-11","3.9E-09","1.3E-09","1.2E-11","2.6E-11","1E-11","3.8E-11","1.4E-11","4.4E-11","2E-09","4.5E-10"
"Ru-105","4.44h","S","0.01","2.3E-11","1.9E-11","1.5E-11","5.4E-12","1.9E-11","3.5E-11","3.6E-10","6.1E-10","1.3E-09","1.1E-09","1.2E-09","2E-11","2.6E-11","2.2E-11","6.3E-11","3.2E-11","1.6E-11","4E-09","1.4E-09","8.6E-12","2.3E-11","6.7E-12","3.5E-11","1.1E-11","4.3E-11","2E-09","4.8E-10"
"Ru-106","368.2d","V","0.05","5E-08","5.4E-08","4.9E-08","4.9E-08","4.9E-08","4.9E-08","5.2E-08","5.7E-08","1E-07","2E-07","1.4E-07","4.9E-08","4.9E-08","4.9E-08","5E-08","5E-08","4.9E-08","5.1E-08","4.9E-08","4.9E-08","4.9E-08","4.9E-08","4.9E-08","5E-08","5E-08","4.9E-08","6.1E-08"
"Ru-106","368.2d","F","0.05","2.3E-08","2.5E-08","2.3E-08","2.3E-08","2.3E-08","2.3E-08","2.4E-08","2.5E-08","3.7E-08","6.2E-08","4.8E-08","2.3E-08","2.3E-08","2.3E-08","2.3E-08","2.3E-08","2.3E-08","2.8E-08","2.3E-08","2.3E-08","2.3E-08","2.3E-08","2.3E-08","2.3E-08","2.3E-08","2.3E-08","2.6E-08"
"Ru-106","368.2d","M","0.05","8.6E-09","8.5E-09","8.1E-09","7.8E-09","8.5E-09","8.6E-09","9.6E-09","1.2E-08","3.3E-08","7.9E-08","5.3E-08","8.1E-09","8.4E-09","8.1E-09","8.1E-09","8.5E-09","8.1E-09","2.2E-08","4.2E-07","7.8E-09","8.4E-09","7.8E-09","8.6E-09","8.2E-09","8E-09","8.1E-09","6.4E-08"
"Ru-106","368.2d","S","0.01","2.7E-09","7.4E-10","1.4E-09","6.8E-10","2.8E-09","2.7E-09","3.3E-09","5.5E-09","2.9E-08","8E-08","5.1E-08","1.3E-09","2.2E-09","1.4E-09","9.1E-10","2.2E-09","1.3E-09","3.1E-08","1.1E-06","9.9E-10","2.1E-09","5.9E-10","2.7E-09","1.5E-09","7.9E-10","1.4E-09","1.4E-07"
"Rh-99","16d","F","0.05","5.5E-10","6E-10","6.1E-10","4.5E-10","3.4E-10","5.4E-10","5.4E-10","8.2E-10","1.3E-09","2.4E-09","1.8E-09","5.3E-10","5.3E-10","4.8E-10","8.5E-10","5.8E-10","4.6E-10","1.1E-08","4.9E-10","3.3E-10","5.2E-10","4.5E-10","5.4E-10","5.3E-10","6.8E-10","5.8E-09","9.9E-10"
"Rh-99","16d","M","0.05","6.3E-10","2.6E-10","3.9E-10","1.2E-10","5.8E-10","6.4E-10","4.9E-10","6.5E-10","1.4E-09","2.9E-09","2.1E-09","3.2E-10","5.2E-10","3.5E-10","6.1E-10","5.3E-10","3.1E-10","1.2E-08","9E-09","1.8E-10","4.8E-10","1.4E-10","6.4E-10","3.3E-10","3.5E-10","5.9E-09","2E-09"
"Rh-99","16d","S","0.05","6.7E-10","2E-10","3.6E-10","7.2E-11","6.5E-10","6.8E-10","4.9E-10","6.2E-10","1.4E-09","3E-09","2.1E-09","2.9E-10","5.3E-10","3.4E-10","5.6E-10","5.5E-10","2.9E-10","1.2E-08","1.1E-08","1.6E-10","4.9E-10","8.7E-11","6.8E-10","3.2E-10","3E-10","6E-09","2.2E-09"
"Rh-99m","4.7h","F","0.05","1.7E-11","2.2E-11","1.8E-11","1.3E-11","1.2E-11","3E-11","4.7E-11","6.9E-11","1.3E-10","7.5E-11","1E-10","1.8E-11","1.9E-11","2E-11","4E-11","2.3E-11","1.6E-11","2.6E-09","2.1E-11","1E-11","1.8E-11","1.2E-11","3E-11","1.5E-11","3.1E-11","1.3E-09","1E-10"
"Rh-99m","4.7h","M","0.05","1.9E-11","1.7E-11","1.4E-11","5.5E-12","1.6E-11","3E-11","7.5E-11","1.1E-10","2E-10","1.1E-10","1.6E-10","1.7E-11","2.2E-11","1.9E-11","5.4E-11","2.7E-11","1.4E-11","2.7E-09","1.3E-10","7.6E-12","2E-11","6.2E-12","3E-11","9.7E-12","3.6E-11","1.4E-09","1.3E-10"
"Rh-99m","4.7h","S","0.05","1.9E-11","1.6E-11","1.3E-11","4.7E-12","1.6E-11","3E-11","7.8E-11","1.1E-10","2.1E-10","1.2E-10","1.7E-10","1.7E-11","2.2E-11","1.9E-11","5.5E-11","2.8E-11","1.4E-11","2.7E-09","1.4E-10","7.3E-12","2E-11","5.6E-12","3E-11","9.1E-12","3.7E-11","1.4E-09","1.3E-10"
"Rh-100","20.8h","F","0.05","2.1E-10","3E-10","2.1E-10","1.6E-10","1.4E-10","3.1E-10","3.3E-10","6.2E-10","1.2E-09","1.4E-09","1.3E-09","2.2E-10","2.3E-10","2.4E-10","5.6E-10","2.5E-10","2E-10","2E-08","2E-10","1.3E-10","2.1E-10","1.8E-10","3.1E-10","1.9E-10","3.8E-10","9.9E-09","9.1E-10"
"Rh-100","20.8h","M","0.05","2.4E-10","2.5E-10","1.6E-10","6.4E-11","2.1E-10","3.3E-10","4.4E-10","8.7E-10","1.8E-09","2.2E-09","2E-09","2E-10","2.5E-10","2.2E-10","7.2E-10","2.7E-10","1.8E-10","2E-08","9.6E-10","9.9E-11","2.2E-10","1.1E-10","3.3E-10","1.3E-10","4E-10","1E-08","1.1E-09"
