"Nuclide","Half Life","Tye","f1","Adrenals","Urinary Bladder","Bone Suface","Brain","Breast","Esophagus","Stomach","Small Intestine","Upper Large Intestine","Lower Large Intestine","Colon","Kidneys","Liver","Muscle","Ovaries","Pancreas","Red Marrow","Extratrachial Airways","Lungs","Skin","Spleen","Testes","Thymus","Thyroid","Uterus","Remainder","E"
"Rh-100","20.8h","S","0.05","2.4E-10","2.4E-10","1.6E-10","5.3E-11","2.1E-10","3.3E-10","4.5E-10","9E-10","1.9E-09","2.3E-09","2.1E-09","1.9E-10","2.5E-10","2.2E-10","7.4E-10","2.7E-10","1.8E-10","2E-08","1E-09","9.6E-11","2.2E-10","1E-10","3.3E-10","1.2E-10","4.1E-10","1E-08","1.2E-09"
"Rh-101","3.2y","F","0.05","3.4E-09","3.1E-09","4.3E-09","2.9E-09","2.2E-09","3.1E-09","3.1E-09","3.6E-09","3.9E-09","5E-09","4.4E-09","3.3E-09","3.3E-09","2.8E-09","3.7E-09","3.6E-09","2.7E-09","9.9E-09","3.1E-09","2E-09","3.3E-09","2.7E-09","3.1E-09","3.4E-09","3.6E-09","6.4E-09","3.5E-09"
"Rh-101","3.2y","M","0.05","2.7E-09","1.3E-09","2.4E-09","1.1E-09","2.1E-09","2.5E-09","1.9E-09","1.7E-09","2.4E-09","3.8E-09","3E-09","1.7E-09","2.3E-09","1.6E-09","1.7E-09","2.4E-09","1.5E-09","1.1E-08","2.6E-08","9.9E-10","2.2E-09","1E-09","2.5E-09","1.9E-09","1.5E-09","1.6E-09","4.9E-09"
"Rh-101","3.2y","S","0.05","5.7E-09","5.1E-10","3.4E-09","4.7E-10","5.6E-09","5.6E-09","3.1E-09","1.2E-09","2.1E-09","3.2E-09","2.5E-09","2.1E-09","4.5E-09","2.4E-09","9.1E-10","4.3E-09","2.1E-09","2.1E-08","7.2E-08","1.1E-09","4.2E-09","3.1E-10","5.6E-09","2.6E-09","7E-10","2.1E-09","1.1E-08"
"Rh-101m","4.34d","F","0.05","1.1E-10","1.4E-10","1.2E-10","8.9E-11","6.8E-11","1.2E-10","1.3E-10","2.3E-10","4.4E-10","8E-10","5.9E-10","1.1E-10","1.1E-10","1.1E-10","2.3E-10","1.2E-10","9.6E-11","5.7E-09","1E-10","6.4E-11","1.1E-10","9.2E-11","1.2E-10","1.1E-10","1.6E-10","2.9E-09","3.3E-10"
"Rh-101m","4.34d","M","0.05","1.1E-10","7.8E-11","7.7E-11","2.4E-11","1E-10","1.3E-10","1.3E-10","2.5E-10","5.8E-10","1.1E-09","8.2E-10","6.8E-11","1E-10","8E-11","2.3E-10","1.1E-10","6.7E-11","5.8E-09","1.5E-09","3.5E-11","9.4E-11","3.5E-11","1.3E-10","6E-11","1.2E-10","2.9E-09","5.2E-10"
"Rh-101m","4.34d","S","0.05","1.2E-10","7E-11","7.2E-11","1.5E-11","1.1E-10","1.3E-10","1.3E-10","2.5E-10","5.9E-10","1.2E-09","8.4E-10","6.4E-11","1E-10","7.7E-11","2.3E-10","1.1E-10","6.4E-11","5.8E-09","1.8E-09","3.2E-11","9.4E-11","2.7E-11","1.3E-10","5.5E-11","1.1E-10","2.9E-09","5.5E-10"
"Rh-102m","2.9y","F","0.05","1.8E-08","1.6E-08","1.7E-08","1.4E-08","1E-08","1.6E-08","1.5E-08","1.9E-08","1.7E-08","1.9E-08","1.8E-08","1.7E-08","1.7E-08","1.4E-08","1.9E-08","1.9E-08","1.4E-08","4.8E-08","1.4E-08","9.4E-09","1.7E-08","1.4E-08","1.6E-08","1.7E-08","1.9E-08","3.1E-08","1.7E-08"
"Rh-102m","2.9y","M","0.05","1.7E-08","6.8E-09","1E-08","5.8E-09","1.4E-08","1.6E-08","1.1E-08","9.5E-09","9.9E-09","1.1E-08","1.1E-08","9.8E-09","1.4E-08","9.2E-09","9.4E-09","1.4E-08","8.9E-09","4.5E-08","4.8E-08","5.6E-09","1.3E-08","5.4E-09","1.6E-08","1.1E-08","8.5E-09","8.8E-09","1.5E-08"
"Rh-102m","2.9y","S","0.05","4E-08","3.6E-09","1.6E-08","3.7E-09","4.1E-08","4E-08","2E-08","8.4E-09","9.7E-09","8.9E-09","9.4E-09","1.5E-08","3E-08","1.6E-08","6.6E-09","3E-08","1.5E-08","6.8E-08","1.7E-07","8.6E-09","2.7E-08","2E-09","4E-08","1.8E-08","5.2E-09","1.4E-08","3.5E-08"
"Rh-102","207d","F","0.05","3.8E-09","3.8E-09","3.7E-09","3.4E-09","2.9E-09","3.6E-09","3.6E-09","4.2E-09","6.2E-09","1.1E-08","8.1E-09","3.7E-09","3.7E-09","3.4E-09","4.1E-09","3.9E-09","3.4E-09","1.3E-08","3.5E-09","2.9E-09","3.7E-09","3.4E-09","3.6E-09","3.8E-09","4E-09","8E-09","4.4E-09"
"Rh-102","207d","M","0.05","2.9E-09","1.4E-09","1.9E-09","1.2E-09","2.7E-09","2.9E-09","2.2E-09","2.2E-09","5E-09","1.1E-08","7.6E-09","1.8E-09","2.5E-09","1.8E-09","1.8E-09","2.6E-09","1.7E-09","1.4E-08","5.5E-08","1.3E-09","2.4E-09","1.1E-09","2.9E-09","2E-09","1.6E-09","1.7E-09","9E-09"
"Rh-102","207d","S","0.05","4.2E-09","5.7E-10","1.8E-09","4.9E-10","4.3E-09","4.2E-09","2.5E-09","1.7E-09","4.5E-09","1E-08","7.1E-09","1.7E-09","3.2E-09","1.8E-09","1E-09","3.3E-09","1.6E-09","1.8E-08","1.1E-07","1E-09","3E-09","3.4E-10","4.2E-09","2.1E-09","7.6E-10","1.7E-09","1.5E-08"
"Rh-103m","56.12m","F","0.05","3.3E-13","5.7E-13","3.5E-13","3.3E-13","3.2E-13","3.4E-13","9.1E-12","6.5E-12","4.3E-12","9.3E-13","2.8E-12","3.3E-13","3.3E-13","3.4E-13","3.5E-13","3.4E-13","3.2E-13","1.5E-11","5.8E-12","3.2E-13","3.3E-13","3.3E-13","3.4E-13","3.3E-13","3.4E-13","7.9E-12","2.7E-12"
"Rh-103m","56.12m","M","0.05","4.3E-14","6.2E-14","4.9E-14","3.5E-14","4.2E-14","4.8E-14","1.6E-11","1.1E-11","6.3E-12","1E-12","4E-12","3.7E-14","4.7E-14","5.8E-14","7.8E-14","6.3E-14","3.7E-14","1.7E-11","3.2E-11","3.6E-14","4.7E-14","3.5E-14","4.8E-14","3.6E-14","5.7E-14","2.6E-13","6.3E-12"
"Rh-103m","56.12m","S","0.05","1.1E-14","6.2E-15","1.6E-14","2.7E-15","1.1E-14","1.6E-14","1.6E-11","1.1E-11","6.5E-12","1E-12","4.1E-12","5E-15","1.5E-14","2.7E-14","4.8E-14","3.2E-14","5.6E-15","1.8E-11","3.5E-11","4.1E-15","1.5E-14","2.6E-15","1.6E-14","3.3E-15","2.6E-14","2.4E-13","6.7E-12"
"Rh-105","35.36h","F","0.05","5.6E-11","8.7E-11","5.6E-11","5.3E-11","5.2E-11","6E-11","1.2E-10","2.3E-10","1E-09","1.9E-09","1.4E-09","5.6E-11","5.6E-11","5.7E-11","7.3E-11","5.8E-11","5.5E-11","2.4E-09","8.6E-11","5.1E-11","5.6E-11","5.4E-11","6E-11","5.5E-11","6.4E-11","1.3E-09","3E-10"
"Rh-105","35.36h","M","0.05","1.8E-11","2.2E-11","1.5E-11","9.2E-12","1.7E-11","2.2E-11","1.5E-10","3.6E-10","1.6E-09","3.2E-09","2.3E-09","1.5E-11","1.8E-11","1.7E-11","4E-11","1.9E-11","1.5E-11","2.9E-09","3.6E-09","1.1E-11","1.7E-11","1.1E-11","2.2E-11","1.3E-11","2.6E-11","2.3E-11","7.4E-10"
"Rh-105","35.36h","S","0.05","1.4E-11","1.5E-11","1E-11","4.1E-12","1.3E-11","1.8E-11","1.5E-10","3.8E-10","1.7E-09","3.3E-09","2.4E-09","1.1E-11","1.4E-11","1.2E-11","3.7E-11","1.5E-11","1E-11","3E-09","4E-09","6E-12","1.3E-11","6.3E-12","1.8E-11","7.8E-12","2.1E-11","1.9E-11","8E-10"
"Rh-106m","132m","F","0.05","3.8E-11","4.8E-11","3.6E-11","2.9E-11","2.9E-11","6.7E-11","1.9E-10","2.1E-10","2.8E-10","1.2E-10","2.1E-10","4E-11","4.1E-11","4.4E-11","7.1E-11","5.4E-11","3.4E-11","5.4E-09","7.8E-11","2.4E-11","4.2E-11","2.5E-11","6.7E-11","3.4E-11","6.2E-11","2.7E-09","2.2E-10"
"Rh-106m","132m","M","0.05","4.1E-11","2.9E-11","2.6E-11","1.3E-11","3.4E-11","6.6E-11","3.2E-10","3.5E-10","4.5E-10","1.6E-10","3.3E-10","3.6E-11","4.4E-11","3.9E-11","8.6E-11","6.4E-11","2.8E-11","6E-09","4.9E-10","1.6E-11","4.5E-11","1.1E-11","6.6E-11","2.1E-11","6.8E-11","3E-09","3.2E-10"
"Rh-106m","132m","S","0.05","4.1E-11","2.7E-11","2.5E-11","1.1E-11","3.5E-11","6.6E-11","3.3E-10","3.6E-10","4.7E-10","1.7E-10","3.4E-10","3.6E-11","4.4E-11","3.8E-11","8.8E-11","6.5E-11","2.7E-11","6.1E-09","5.4E-10","1.5E-11","4.5E-11","9E-12","6.6E-11","2E-11","6.8E-11","3.1E-09","3.3E-10"
"Rh-107","21.7m","F","0.05","1.9E-12","2.1E-12","1.8E-12","1.6E-12","1.7E-12","2.7E-12","5.7E-11","1.9E-11","7E-12","2.1E-12","4.8E-12","1.8E-12","1.9E-12","2E-12","1.9E-12","2.4E-12","1.7E-12","5.5E-10","3.1E-11","1.5E-12","2E-12","1.5E-12","2.7E-12","1.8E-12","1.9E-12","2.7E-10","2.6E-11"
"Rh-107","21.7m","M","0.05","9.1E-13","4.3E-13","6.7E-13","3.9E-13","8.3E-13","1.7E-12","9E-11","2.9E-11","8E-12","1E-12","5E-12","6.7E-13","8.5E-13","8.8E-13","8.2E-13","1.7E-12","5.7E-13","8E-10","8.5E-11","4.1E-13","1.1E-12","2.1E-13","1.7E-12","5.6E-13","7.6E-13","4E-10","4.2E-11"
"Rh-107","21.7m","S","0.05","8.1E-13","2.4E-13","5.4E-13","2.5E-13","7.3E-13","1.6E-12","9.4E-11","3E-11","8.1E-12","9.4E-13","5E-12","5.5E-13","7.5E-13","7.6E-13","7E-13","1.7E-12","4.5E-13","8.3E-10","9.1E-11","2.8E-13","1E-12","7E-14","1.6E-12","4.3E-13","6.4E-13","4.1E-10","4.4E-11"
"Pd-100","3.63d","F","0.005","1.3E-09","4.6E-10","7.6E-10","1E-10","3.1E-10","3.4E-10","7.7E-10","1.1E-09","2.2E-09","4.1E-09","3E-09","5.4E-09","4.5E-09","4.1E-10","9.9E-10","1.2E-09","5E-10","1.7E-08","5.3E-10","2.2E-10","7.5E-10","1.9E-10","3.4E-10","1.4E-10","5.7E-10","8.9E-09","1.5E-09"
"Pd-100","3.63d","M","0.005","7.6E-10","3.7E-10","4.2E-10","7.4E-11","6.3E-10","6.8E-10","5.9E-10","1E-09","2.3E-09","5.5E-09","3.7E-09","9.3E-10","1E-09","4E-10","1.1E-09","6.5E-10","3.7E-10","1.8E-08","6.5E-09","1.9E-10","5.6E-10","1.6E-10","6.8E-10","3E-10","5E-10","9.1E-09","2.2E-09"
"Pd-100","3.63d","S","0.005","7E-10","3.5E-10","3.9E-10","7.1E-11","6.8E-10","7.4E-10","5.7E-10","1E-09","2.2E-09","5.7E-09","3.7E-09","3.8E-10","6E-10","4E-10","1.1E-09","5.9E-10","3.6E-10","1.8E-08","7.3E-09","1.9E-10","5.4E-10","1.5E-10","7.4E-10","3.3E-10","4.8E-10","9.1E-09","2.2E-09"
"Pd-101","8.27h","F","0.005","3.7E-11","3.2E-11","3.8E-11","9.1E-12","1.3E-11","2.5E-11","5.4E-11","9.7E-11","2.4E-10","2.4E-10","2.4E-10","1.8E-10","1.4E-10","2.2E-11","5.6E-11","3.8E-11","2.1E-11","3.1E-09","2.5E-11","1E-11","2.6E-11","1.1E-11","2.5E-11","1.1E-11","3.4E-11","1.6E-09","1.4E-10"
"Pd-101","8.27h","M","0.005","2.5E-11","2.1E-11","1.9E-11","4.4E-12","2E-11","3.1E-11","7.6E-11","1.5E-10","3.5E-10","3.5E-10","3.5E-10","3.5E-11","3.8E-11","2.1E-11","7.3E-11","2.8E-11","1.6E-11","3.2E-09","2.9E-10","7.9E-12","2.2E-11","7.2E-12","3.1E-11","1E-11","3.8E-11","1.6E-09","1.9E-10"
"Pd-101","8.27h","S","0.005","2.4E-11","1.9E-11","1.7E-11","3.9E-12","2.1E-11","3.2E-11","7.9E-11","1.5E-10","3.6E-10","3.7E-10","3.6E-10","1.8E-11","2.6E-11","2.2E-11","7.5E-11","2.8E-11","1.6E-11","3.2E-09","3.3E-10","7.7E-12","2.2E-11","6.8E-12","3.2E-11","1E-11","3.8E-11","1.6E-09","2E-10"
"Pd-103","16.96d","F","0.005","4.5E-11","4.4E-11","9E-11","7.7E-12","7.3E-12","8.7E-12","3E-11","8.5E-11","6.3E-10","1.6E-09","1.1E-09","2.5E-09","1.6E-09","1.7E-11","4.5E-11","2.9E-11","3.7E-11","2.3E-09","2.4E-11","8.1E-12","2.7E-11","7.2E-12","8.7E-12","7.1E-12","1.1E-11","1.3E-09","3E-10"
"Pd-103","16.96d","M","0.005","2.7E-11","9.4E-12","3.5E-11","1.2E-12","2.3E-11","1.3E-11","4.1E-11","1.4E-10","8E-10","2.1E-09","1.4E-09","3.7E-10","2.5E-10","2E-11","5.1E-11","1.2E-11","1E-11","2.9E-09","5.9E-09","3.1E-12","2E-11","1.6E-12","1.3E-11","2.6E-12","5.9E-12","2.5E-11","9E-10"
"Pd-103","16.96d","S","0.005","2.6E-11","3.8E-12","2.8E-11","9.2E-14","2.7E-11","1.4E-11","4.3E-11","1.5E-10","8.1E-10","2.2E-09","1.4E-09","2E-11","3.7E-11","2.1E-11","5.1E-11","1E-11","6.3E-12","3.1E-09","7.1E-09","2.3E-12","2E-11","6.2E-13","1.4E-11","2E-12","5E-12","2.2E-11","1E-09"
"Pd-107","6.5E6y","F","0.005","1.7E-12","1.1E-11","2.3E-11","1.7E-12","1.7E-12","1.7E-12","5.7E-12","1.3E-11","1.4E-10","4.1E-10","2.6E-10","8.6E-10","5.1E-10","1.7E-12","1.7E-12","1.7E-12","1.2E-11","1.7E-12","1.9E-12","1.7E-12","1.7E-12","1.7E-12","1.7E-12","1.7E-12","1.7E-12","4.3E-10","8.2E-11"
"Pd-107","6.5E6y","M","0.005","5.9E-13","4E-12","8E-12","5.9E-13","5.9E-13","5.9E-13","1E-11","2.7E-11","1.9E-10","5.4E-10","3.4E-10","3E-10","1.8E-10","5.9E-13","5.9E-13","5.9E-13","4.1E-12","2.8E-11","1.7E-09","5.9E-13","5.9E-13","5.9E-13","5.9E-13","5.9E-13","5.9E-13","4.9E-12","2.6E-10"
"Pd-107","6.5E6y","S","0.005","6.4E-14","5.1E-13","8.5E-13","6.4E-14","6.4E-14","6.4E-14","1.2E-11","3.3E-11","2E-10","5.8E-10","3.6E-10","3.5E-11","2E-11","6.4E-14","6.4E-14","6.4E-14","4.3E-13","1.5E-10","1E-08","6.4E-14","6.4E-14","6.4E-14","6.4E-14","6.4E-14","6.4E-14","1.2E-12","1.3E-09"
"Pd-109","13.427h","F","0.005","2.1E-11","1.1E-10","1.1E-10","2E-11","2E-11","2.1E-11","2E-10","4.4E-10","2E-09","2.5E-09","2.2E-09","1E-09","6.2E-10","2.1E-11","2.5E-11","2.1E-11","6.2E-11","2.7E-09","8.9E-11","2E-11","2.1E-11","2E-11","2.1E-11","2E-11","2.1E-11","1.4E-09","4.2E-10"
"Pd-109","13.427h","M","0.005","3.1E-12","1.3E-11","1.3E-11","2.2E-12","2.9E-12","3.3E-12","3.5E-10","8.3E-10","3E-09","3.8E-09","3.4E-09","1.1E-10","6.6E-11","3.5E-12","9.5E-12","3.2E-12","7.1E-12","3.4E-09","3.5E-09","2.3E-12","3E-12","2.3E-12","3.3E-12","2.3E-12","4.2E-12","2.1E-11","8.8E-10"
"Pd-109","13.427h","S","0.005","1E-12","1.5E-12","2.3E-12","1.6E-13","9.5E-13","1.4E-12","3.7E-10","8.7E-10","3.1E-09","4E-09","3.5E-09","5.5E-12","4.3E-12","1.5E-12","7.8E-12","1.2E-12","8.9E-13","3.5E-09","3.9E-09","3E-13","9.9E-13","3.1E-13","1.4E-12","3.1E-13","2.3E-12","1.9E-11","9.3E-10"
"Ag-102","12.9m","F","0.05","5.1E-12","3E-12","4.4E-12","3.6E-12","4.6E-12","1E-11","7.7E-11","1.7E-11","7.5E-12","3.9E-12","5.9E-12","4.2E-12","5.7E-12","5.6E-12","4.2E-12","8E-12","3.9E-12","1E-09","3.3E-11","3.1E-12","5.8E-12","2.4E-12","1E-11","4.4E-12","4.1E-12","5E-10","4.2E-11"
"Ag-102","12.9m","M","0.05","4.5E-12","1.2E-12","3E-12","1.9E-12","4.5E-12","1E-11","1.1E-10","2.3E-11","7.9E-12","2.5E-12","5.6E-12","3E-12","4.2E-12","4.6E-12","2.8E-12","8.7E-12","2.6E-12","1.2E-09","6.4E-11","1.9E-12","5.7E-12","5.7E-13","1E-11","2.9E-12","2.6E-12","6.1E-10","5.5E-11"
"Ag-102","12.9m","S","0.01","4.4E-12","1E-12","2.8E-12","1.7E-12","4.5E-12","1E-11","1.2E-10","2.3E-11","8E-12","2.3E-12","5.6E-12","2.9E-12","4E-12","4.5E-12","2.7E-12","8.8E-12","2.5E-12","1.2E-09","6.8E-11","1.8E-12","5.7E-12","3.7E-13","1E-11","2.7E-12","2.5E-12","6.2E-10","5.6E-11"
"Ag-103","65.7m","F","0.05","7.6E-12","6.2E-12","7.3E-12","5.7E-12","6E-12","1.2E-11","8.2E-11","6.3E-11","5E-11","1.8E-11","3.6E-11","7.4E-12","2.3E-11","8E-12","1E-11","1.1E-11","6.3E-12","1E-09","2.7E-11","5E-12","8E-12","4.8E-12","1.2E-11","6.4E-12","9.4E-12","5.2E-10","4.9E-11"
"Ag-103","65.7m","M","0.05","6E-12","3.3E-12","4.2E-12","2E-12","5.1E-12","1E-11","1.4E-10","1E-10","8E-11","2.3E-11","5.6E-11","5E-12","8.4E-12","5.8E-12","1E-11","1.1E-11","3.8E-12","1.2E-09","1.4E-10","2.4E-12","7.2E-12","1.3E-12","1E-11","3.2E-12","8.3E-12","6.3E-10","7.6E-11"
"Ag-103","65.7m","S","0.01","5.8E-12","3E-12","3.8E-12","1.5E-12","5E-12","1E-11","1.5E-10","1.1E-10","8.5E-11","2.4E-11","5.8E-11","4.7E-12","6.1E-12","5.5E-12","1E-11","1.1E-11","3.5E-12","1.3E-09","1.6E-10","2E-12","7E-12","8.8E-13","1E-11","2.8E-12","8.2E-12","6.4E-10","7.9E-11"
"Ag-104","69.2m","F","0.05","1.8E-11","1.4E-11","1.5E-11","1.2E-11","1.3E-11","3.2E-11","7.7E-11","5.5E-11","6E-11","2.4E-11","4.5E-11","1.8E-11","2.8E-11","2E-11","2.8E-11","2.8E-11","1.4E-11","2.7E-09","2.8E-11","9.7E-12","2E-11","8.9E-12","3.2E-11","1.4E-11","2.5E-11","1.4E-09","9.8E-11"
"Ag-104","69.2m","M","0.05","2E-11","1.1E-11","1.3E-11","6.3E-12","1.7E-11","3.5E-11","1.3E-10","8.4E-11","9.4E-11","3E-11","6.6E-11","1.7E-11","2.2E-11","1.9E-11","3.4E-11","3.6E-11","1.3E-11","2.9E-09","8.9E-11","7.7E-12","2.4E-11","3.9E-12","3.5E-11","1E-11","2.8E-11","1.5E-09","1.2E-10"
"Ag-104","69.2m","S","0.01","2.1E-11","1.1E-11","1.2E-11","5.7E-12","1.8E-11","3.5E-11","1.3E-10","8.8E-11","9.8E-11","3.1E-11","6.9E-11","1.7E-11","2.1E-11","1.9E-11","3.5E-11","3.7E-11","1.2E-11","2.9E-09","9.6E-11","7.5E-12","2.5E-11","3.4E-12","3.5E-11","9.9E-12","2.9E-11","1.5E-09","1.2E-10"
"Ag-104m","33.5m","F","0.05","8.8E-12","7.1E-12","7.8E-12","6.5E-12","7E-12","1.4E-11","1.1E-10","5.9E-11","3.6E-11","1.2E-11","2.6E-11","8.5E-12","1.5E-11","9.4E-12","1.2E-11","1.3E-11","7.3E-12","1.2E-09","3.1E-11","5.6E-12","9.5E-12","5.3E-12","1.4E-11","7.4E-12","1.1E-11","5.8E-10","5.5E-11"
"Ag-104m","33.5m","M","0.05","7.7E-12","4.1E-12","4.9E-12","2.6E-12","6.6E-12","1.3E-11","1.8E-10","9.2E-11","5.4E-11","1.2E-11","3.6E-11","6.4E-12","8.4E-12","7.3E-12","1.2E-11","1.4E-11","4.9E-12","1.3E-09","1E-10","3.1E-12","9.2E-12","1.6E-12","1.3E-11","4.1E-12","1E-11","6.8E-10","7.7E-11"
"Ag-104m","33.5m","S","0.01","7.5E-12","3.8E-12","4.5E-12","2.1E-12","6.6E-12","1.3E-11","1.9E-10","9.7E-11","5.7E-11","1.3E-11","3.8E-11","6.1E-12","7.7E-12","7E-12","1.2E-11","1.4E-11","4.6E-12","1.4E-09","1.1E-10","2.8E-12","9.2E-12","1.2E-12","1.3E-11","3.7E-12","1E-11","6.9E-10","8E-11"
"Ag-105","41.0d","F","0.05","1.8E-09","7.7E-10","9.2E-10","5E-10","6.9E-10","7.9E-10","1.4E-09","1.5E-09","2.2E-09","2.3E-09","2.2E-09","1.5E-09","8.4E-09","8E-10","1.2E-09","2E-09","7.3E-10","9.8E-09","1.2E-09","4.9E-10","9.5E-10","5.3E-10","7.9E-10","6.6E-10","1E-09","5.3E-09","1.7E-09"
"Ag-105","41.0d","M","0.05","1.3E-09","3.2E-10","6.3E-10","1.7E-10","1E-09","1E-09","8.4E-10","8E-10","1.4E-09","2.2E-09","1.7E-09","6.7E-10","2.6E-09","5.7E-10","7.2E-10","1.1E-09","5E-10","1E-08","7.6E-09","2.9E-10","8.4E-10","1.7E-10","1E-09","5.4E-10","4.6E-10","5.4E-09","2E-09"
"Ag-105","41.0d","S","0.01","1.2E-09","2E-10","5.8E-10","8.6E-11","1.2E-09","1.2E-09","7.3E-10","6.2E-10","1.1E-09","2.1E-09","1.6E-09","4.8E-10","1E-09","5.4E-10","5.8E-10","9.6E-10","4.6E-10","1.1E-08","9.8E-09","2.6E-10","8.7E-10","7.8E-11","1.2E-09","5.4E-10","3.1E-10","5.5E-09","2.1E-09"
"Ag-106","23.96m","F","0.05","3.2E-12","2.5E-12","3E-12","2.6E-12","2.9E-12","5.1E-12","7.4E-11","2.7E-11","1E-11","3.4E-12","7.3E-12","3E-12","5E-12","3.4E-12","3.3E-12","4.6E-12","2.8E-12","5.6E-10","2.6E-11","2.4E-12","3.6E-12","2.2E-12","5.1E-12","2.9E-12","3.2E-12","2.8E-10","2.9E-11"
"Ag-106","23.96m","M","0.05","2.1E-12","8.1E-13","1.4E-12","8.2E-13","1.9E-12","4.2E-12","1.2E-10","4.1E-11","1.4E-11","2.2E-12","8.6E-12","1.6E-12","2.2E-12","2.1E-12","2E-12","4.2E-12","1.3E-12","7.4E-10","7.3E-11","8.8E-13","2.7E-12","3.9E-13","4.2E-12","1.2E-12","1.9E-12","3.7E-10","4.4E-11"
"Ag-106","23.96m","S","0.01","2E-12","6.2E-13","1.2E-12","6.2E-13","1.8E-12","4.1E-12","1.2E-10","4.3E-11","1.4E-11","2.1E-12","8.8E-12","1.4E-12","1.9E-12","1.9E-12","1.9E-12","4.2E-12","1.1E-12","7.6E-10","7.8E-11","7.2E-13","2.6E-12","1.9E-13","4.1E-12","1.1E-12","1.7E-12","3.8E-10","4.5E-11"
"Ag-106m","8.41d","F","0.05","2.7E-09","1.3E-09","1.3E-09","7.3E-10","1.1E-09","1.4E-09","2.2E-09","2.7E-09","3.7E-09","3.7E-09","3.7E-09","2.3E-09","9.6E-09","1.3E-09","2.4E-09","3.1E-09","1.2E-09","3.7E-08","1.8E-09","7.7E-10","1.5E-09","8.7E-10","1.4E-09","1E-09","1.8E-09","1.9E-08","3.2E-09"
"Ag-106m","8.41d","M","0.05","1.9E-09","7.8E-10","8.7E-10","2.6E-10","1.6E-09","1.7E-09","1.5E-09","2E-09","3E-09","4.5E-09","3.6E-09","1.1E-09","2.8E-09","9.8E-10","2.1E-09","1.7E-09","8.6E-10","3.7E-08","5.9E-09","4.9E-10","1.3E-09","3.8E-10","1.7E-09","8E-10","1.2E-09","1.9E-08","3.2E-09"
"Ag-106m","8.41d","S","0.01","1.7E-09","6.8E-10","7.9E-10","1.7E-10","1.6E-09","1.8E-09","1.3E-09","1.9E-09","2.9E-09","4.6E-09","3.7E-09","8.2E-10","1.5E-09","9.1E-10","2E-09","1.4E-09","8E-10","3.7E-08","6.6E-09","4.4E-10","1.2E-09","2.9E-10","1.8E-09","7.5E-10","1.1E-09","1.9E-08","3.2E-09"
"Ag-108m","127y","F","0.05","2E-08","7.9E-09","9E-09","5.4E-09","8.1E-09","8.5E-09","1.5E-08","1.4E-08","1.9E-08","1.6E-08","1.8E-08","1.7E-08","9.5E-08","8.7E-09","1.1E-08","2.3E-08","8.3E-09","3.1E-08","1.3E-08","5.6E-09","1.1E-08","5.8E-09","8.5E-09","7.3E-09","1E-08","8.5E-09","1.6E-08"
"Ag-108m","127y","M","0.05","1.6E-08","3.8E-09","6.9E-09","2.7E-09","1.2E-08","1.2E-08","1E-08","7.9E-09","1.1E-08","1.2E-08","1.2E-08","9.7E-09","4.4E-08","6.7E-09","6.2E-09","1.5E-08","6.3E-09","3.5E-08","6.5E-08","3.9E-09","9.9E-09","2.6E-09","1.2E-08","6.6E-09","5.2E-09","6.3E-09","1.7E-08"
"Ag-108m","127y","S","0.01","5.3E-08","2.9E-09","2.1E-08","3.7E-09","5.5E-08","5.5E-08","2.7E-08","8.9E-09","1.2E-08","1.2E-08","1.2E-08","1.9E-08","4.4E-08","2.1E-08","5.9E-09","3.9E-08","2E-08","1.1E-07","3.7E-07","1.1E-08","3.6E-08","1.3E-09","5.5E-08","2.3E-08","4.5E-09","1.9E-08","6.2E-08"
"Ag-110m","249.9d","F","0.05","1.9E-08","7.8E-09","8.3E-09","5.1E-09","7.9E-09","8.2E-09","1.4E-08","1.4E-08","2E-08","1.7E-08","1.9E-08","1.6E-08","8.3E-08","8.3E-09","1.1E-08","2.1E-08","7.9E-09","4.4E-08","1.2E-08","5.4E-09","1E-08","5.7E-09","8.2E-09","7E-09","1E-08","8.2E-09","1.5E-08"
"Ag-110m","249.9d","M","0.05","1.6E-08","3.6E-09","6.5E-09","2.3E-09","1.3E-08","1.2E-08","9.9E-09","7.7E-09","1.1E-08","1.3E-08","1.2E-08","8.9E-09","3.4E-08","6.6E-09","6.2E-09","1.4E-08","6.1E-09","4.9E-08","7.3E-08","3.8E-09","9.9E-09","2.3E-09","1.2E-08","6.5E-09","4.8E-09","6.1E-09","1.7E-08"
"Ag-110m","249.9d","S","0.01","2.3E-08","2E-09","8.9E-09","1.7E-09","2.3E-08","2.2E-08","1.2E-08","5.7E-09","8.5E-09","1.2E-08","9.8E-09","8.7E-09","1.8E-08","8.9E-09","4.5E-09","1.7E-08","8.3E-09","6.2E-08","1.4E-07","4.9E-09","1.5E-08","8.9E-10","2.2E-08","1E-08","3.1E-09","8E-09","2.6E-08"
"Ag-111","7.45d","F","0.05","3.2E-10","3.1E-10","3.1E-10","3E-10","3E-10","3.1E-10","4.7E-10","7.2E-10","3.5E-09","8.7E-09","5.8E-09","3.2E-10","8.9E-09","3.1E-10","3.2E-10","3.2E-10","3.1E-10","3.2E-09","3.5E-10","3E-10","3.1E-10","3E-10","3.1E-10","3E-10","3.1E-10","3.1E-10","1.4E-09"
